,Property Type,Price,Address,Locality,Beds,Baths,Home Size,Lot Size,Garage,Link,Construction
1678,House for Sale,"$689,900",3318 Swallows Nest Ln,"Sacramento, CA 95833",3 bed,2 bath,"2,791 sqft","6,970 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3318-Swallows-Nest-Ln_Sacramento_CA_95833_M19404-95577,
1679,House for Sale,"$869,900",4224 C St,"Sacramento, CA 95819",3 bed,2 bath,"2,057 sqft","7,087 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4224-C-St_Sacramento_CA_95819_M91889-80816,
1680,House for Sale,"$565,000",4429 Windsong St,"Sacramento, CA 95834",4 bed,2 bath,"2,126 sqft","7,148 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4429-Windsong-St_Sacramento_CA_95834_M17902-70265,
1681,House for Sale,"$328,000",4719 Bollenbacher Ave,"Sacramento, CA 95838",3 bed,2 bath,"1,324 sqft","7,405 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4719-Bollenbacher-Ave_Sacramento_CA_95838_M27199-63328,
1682,House for Sale,"$569,000",7 Keel Ct,"Sacramento, CA 95831",3 bed,2.5 bath,"2,068 sqft",0.23 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/7-Keel-Ct_Sacramento_CA_95831_M27124-63427,
1683,House for Sale,"$259,000",1917 Jamestown Dr,"Sacramento, CA 95815",3 bed,3 bath,"1,387 sqft",0.24 acres lot,yes car,https://www.realtor.com/realestateandhomes-detail/1917-Jamestown-Dr_Sacramento_CA_95815_M14310-97962,
1684,House for Sale,"$349,900",2307 Donner Pass Ave,"Sacramento, CA 95835",4 bed,2.5 bath,"1,876 sqft","2,526 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2307-Donner-Pass-Ave_Sacramento_CA_95835_M24846-73197,
1685,House for Sale,"$799,880",3313 Forney Way,"Sacramento, CA 95816",3 bed,3.5 bath,"2,258 sqft","3,662 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3313-Forney-Way_Sacramento_CA_95816_M19104-77139,
1686,House for Sale,"$375,000",23 Estuary Ct,"Sacramento, CA 95831",3 bed,2 bath,"1,232 sqft","5,227 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/23-Estuary-Ct_Sacramento_CA_95831_M11633-06825,
1687,House for Sale,"$639,000",6464 S Land Park Dr,"Sacramento, CA 95831",3 bed,2 bath,"1,567 sqft","9,148 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6464-S-Land-Park-Dr_Sacramento_CA_95831_M21124-44487,
1688,House for Sale,"$309,900",7821 Hartwick Way,"Sacramento, CA 95828",4 bed,2 bath,"1,448 sqft","5,776 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7821-Hartwick-Way_Sacramento_CA_95828_M28851-05166,
1689,Multi-Family Home,"$299,880",3830 21st Ave,"Sacramento, CA 95820",2 bed,2 bath,"2,200 sqft","5,227 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/3830-21st-Ave_Sacramento_CA_95820_M17932-14703,
1690,Condo/Townhome,"$199,000",7 Omaha Ct,"Sacramento, CA 95823",3 bed,2.5 bath,"1,452 sqft",871 sqft lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/7-Omaha-Ct_Sacramento_CA_95823_M24200-81140,
1691,House for Sale,"$365,000",3169 Tolliver St,"Sacramento, CA 95833",3 bed,2.5 bath,"1,473 sqft","2,474 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3169-Tolliver-St_Sacramento_CA_95833_M20797-56172,
1692,Condo/Townhome,"$199,800",706 Northfield Dr Apt E,"Sacramento, CA 95833",5 bed,2 bath,"1,468 sqft",NOT LISTED,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/706-Northfield-Dr_Sacramento_CA_95833_M20710-42360,
1693,House for Sale,"$379,950",4230 Euboea Island Ln,"Sacramento, CA 95834",2 bed,2 bath,"1,510 sqft","3,820 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4230-Euboea-Island-Ln_Sacramento_CA_95834_M24578-58686,
1694,House for Sale,"$209,000",6640 Camp Verde Way,"Sacramento, CA 95828",2 bed,1 bath,978 sqft,"4,356 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/6640-Camp-Verde-Way_Sacramento_CA_95828_M19245-00967,
1695,House for Sale,"$455,000",8244 Rebekah Ct,"Sacramento, CA 95829",5 bed,3 bath,"2,680 sqft","5,493 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8244-Rebekah-Ct_Sacramento_CA_95829_M18688-70648,
1696,House for Sale,"$310,000",7221 Heather Tree Dr,"Sacramento, CA 95842",3 bed,2 bath,"1,159 sqft","4,090 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7221-Heather-Tree-Dr_Sacramento_CA_95842_M26903-48276,
1697,House for Sale,"$350,000",5017 11th Ave,"Sacramento, CA 95820",3 bed,2 bath,900 sqft,"6,111 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5017-11th-Ave_Sacramento_CA_95820_M11931-30951,
1698,Condo/Townhome,"$399,000",1103 Commons Dr,"Sacramento, CA 95825",3 bed,2.5 bath,"1,730 sqft","1,742 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1103-Commons-Dr_Sacramento_CA_95825_M25352-13306,
1699,House for Sale,"$499,900",5760 Lolet Way,"Sacramento, CA 95835",5 bed,3 bath,"2,606 sqft","5,502 sqft lot",3 car,https://www.realtor.com/realestateandhomes-detail/5760-Lolet-Way_Sacramento_CA_95835_M19132-63496,
1700,House for Sale,"$343,490",Verano at Parkebridge Plan 1788,"Sacramento, CA 95834",3 bed,2.5 bath,"1,788 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Plan-1788_Verano-at-Parkebridge_3811-Sunsetparke-Way_Sacramento_CA_95834_P413462943277,NEW CONSTRUCTION
1701,House for Sale,"$1,500,000",488 Crocker Rd,"Sacramento, CA 95864",4 bed,3 bath,"2,892 sqft",0.9 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/488-Crocker-Rd_Sacramento_CA_95864_M24260-98627,
1702,House for Sale,"$249,970",5600 53rd Ave,"Sacramento, CA 95823",3 bed,1 bath,960 sqft,"6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5600-53rd-Ave_Sacramento_CA_95823_M18968-49638,
1703,House for Sale,"$424,900",2964 Trap Rock Way,"Sacramento, CA 95835",5 bed,3 bath,"2,280 sqft","6,421 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2964-Trap-Rock-Way_Sacramento_CA_95835_M20309-30083,
1704,House for Sale,"$199,000",691 Belasco Ave,"Sacramento, CA 95815",3 bed,1 bath,"1,056 sqft","6,534 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/691-Belasco-Ave_Sacramento_CA_95815_M28331-65889,
1705,House for Sale,"$439,900",317 Bello Rio Way,"Sacramento, CA 95831",3 bed,2 bath,"1,660 sqft","7,841 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/317-Bello-Rio-Way_Sacramento_CA_95831_M27344-13067,
1706,House for Sale,"$374,999",1839 Dawnelle Way,"Sacramento, CA 95835",4 bed,2 bath,"1,525 sqft","4,726 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1839-Dawnelle-Way_Sacramento_CA_95835_M21335-99344,
1707,House for Sale,"$2,499,888",1708 Ladino Rd,"Sacramento, CA 95864",6 bed,5.5 bath,"5,605 sqft",0.87 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/1708-Ladino-Rd_Sacramento_CA_95864_M19894-63025,NEW CONSTRUCTION
1708,Condo/Townhome,"$110,000",4517 Greenholme Dr Apt 4,"Sacramento, CA 95842",2 bed,1 bath,924 sqft,"1,973 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/4517-Greenholme-Dr-Apt-4_Sacramento_CA_95842_M28113-88057,
1709,House for Sale,"$399,500",4230 Attawa Ave,"Sacramento, CA 95822",3 bed,2.5 bath,"1,509 sqft","2,614 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/4230-Attawa-Ave_Sacramento_CA_95822_M13448-77869,NEW CONSTRUCTION
1710,House for Sale,"$285,000",5861 Valley Glen Way,"Sacramento, CA 95823",3 bed,2 bath,"1,080 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5861-Valley-Glen-Way_Sacramento_CA_95823_M19846-65868,
1711,Multi-Family Home,"$449,950",1311-1301 Rowena Way,"Sacramento, CA 95864",4 bed,2 bath,"2,006 sqft","6,582 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1311-Rowena-Way_Sacramento_CA_95864_M17849-38086,
1712,House for Sale,"$388,000",The Mill at Broadway Lane Homes Residence Four,"Sacramento, CA 95818",2 bed,2 bath,"1,042 sqft",NOT LISTED,1 car,https://www.realtor.com/realestateandhomes-detail/Lane-Homes-Residence-Four_The-Mill-at-Broadway_439-Tailoff-Ln_Sacramento_CA_95818_P414278839972,NEW CONSTRUCTION
1713,Multi-Family Home,"$529,000",3707 Norwood Ave,"Sacramento, CA 95838",6 bed,4 bath,"2,760 sqft","7,414 sqft lot",yes car,https://www.realtor.com/realestateandhomes-detail/3707-Norwood-Ave_Sacramento_CA_95838_M17576-70789,NEW CONSTRUCTION
1714,House for Sale,"$396,350",Elverta Park Francesca from The Arbors Collection,"Sacramento, CA 95843",3 bed,2 bath,"1,887 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Francesca-from-The-Arbors-Collection_Elverta-Park_2790-Napoleon-Way_Sacramento_CA_95843_P412974951530,NEW CONSTRUCTION
1715,Multi-Family Home,"$459,000",7501 Handly Way,"Sacramento, CA 95822",6 bed,4 bath,"2,400 sqft",8276.0 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/7501-Handly-Way_Sacramento_CA_95822_M18540-69987,
1716,House for Sale,"$215,000",1015 Sonoma Ave,"Sacramento, CA 95815",3 bed,1 bath,900 sqft,"4,792 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/1015-Sonoma-Ave_Sacramento_CA_95815_M28515-75264,
1717,House for Sale,"$729,999",17 Arvis Ct,"Sacramento, CA 95835",5 bed,3 bath,"4,265 sqft",0.37 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/17-Arvis-Ct_Sacramento_CA_95835_M20878-91183,
1718,House for Sale,"$340,000",1228 Greenhills Rd,"Sacramento, CA 95864",4 bed,2 bath,"1,631 sqft","6,970 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/1228-Greenhills-Rd_Sacramento_CA_95864_M18143-40915,
1719,House for Sale,"$1,299,000",711 33rd St,"Sacramento, CA 95816",4 bed,3 bath,"2,640 sqft","6,373 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/711-33rd-St_Sacramento_CA_95816_M20136-63846,
1720,House for Sale,"$449,000",3450 Sweet Pea Way,"Sacramento, CA 95833",4 bed,2.5 bath,"2,155 sqft","7,440 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3450-Sweet-Pea-Way_Sacramento_CA_95833_M13403-18126,
1721,House for Sale,"$145,000",3924 22nd Ave,"Sacramento, CA 95820",4 bed,1 bath,"1,346 sqft","6,098 sqft lot",yes car,https://www.realtor.com/realestateandhomes-detail/3924-22nd-Ave_Sacramento_CA_95820_M16324-21882,
1722,House for Sale,"$1,200,000",7672 Marina Cove Dr,"Sacramento, CA 95831",5 bed,3 bath,"3,675 sqft","8,525 sqft lot",3 car,https://www.realtor.com/realestateandhomes-detail/7672-Marina-Cove-Dr_Sacramento_CA_95831_M13905-54543,
1723,House for Sale,"$389,900",1701 Redbridge Way,"Sacramento, CA 95832",4 bed,2.5 bath,"2,309 sqft","6,205 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1701-Redbridge-Way_Sacramento_CA_95832_M21828-55810?ex=CA2423244382,
1724,House for Sale,"$310,000",3177 Del Paso Blvd,"Sacramento, CA 95815",3 bed,2 bath,"1,447 sqft","6,534 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/3177-Del-Paso-Blvd_Sacramento_CA_95815_M28765-43446,
1725,House for Sale,"$539,000",4120 Exa Ct,"Sacramento, CA 95821",4 bed,2.5 bath,"2,581 sqft","8,712 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4120-Exa-Ct_Sacramento_CA_95821_M22681-76935,
1726,House for Sale,"$349,900",8104 Cardale Way,"Sacramento, CA 95829",3 bed,2 bath,"1,284 sqft","4,722 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8104-Cardale-Way_Sacramento_CA_95829_M12960-54410,
1727,House for Sale,"$295,000",6220 43rd St,"Sacramento, CA 95824",3 bed,2 bath,"1,356 sqft","6,098 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6220-43rd-St_Sacramento_CA_95824_M16655-02666,
1728,House for Sale,"$365,000",9112 Durness Way,"Sacramento, CA 95829",4 bed,3 bath,"2,460 sqft","6,142 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9112-Durness-Way_Sacramento_CA_95829_M13797-53717,
1729,House for Sale,"$498,500",1176 Brownwyk Dr,"Sacramento, CA 95822",3 bed,1.5 bath,"1,513 sqft","9,583 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1176-Brownwyk-Dr_Sacramento_CA_95822_M12656-50476,
1730,House for Sale,"$885,000",560 Pajaro Ct,"Sacramento, CA 95864",4 bed,3 bath,"2,891 sqft",0.27 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/560-Pajaro-Ct_Sacramento_CA_95864_M23760-13200,
1731,House for Sale,"$259,999",4650 11th Ave,"Sacramento, CA 95820",2 bed,2 bath,"1,315 sqft","5,663 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/4650-11th-Ave_Sacramento_CA_95820_M10320-30282,
1732,House for Sale,"$299,000",1925 Verano St,"Sacramento, CA 95838",3 bed,2 bath,"1,714 sqft","6,229 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/1925-Verano-St_Sacramento_CA_95838_M17693-59026,
1733,House for Sale,"$450,000",8382 Sienna Sand Dr,"Sacramento, CA 95829",4 bed,2.5 bath,"2,082 sqft","4,256 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8382-Sienna-Sand-Dr_Sacramento_CA_95829_M15019-29360,
1734,House for Sale,"$449,999",2681 Maybrook Dr,"Sacramento, CA 95835",3 bed,2.5 bath,"2,088 sqft","5,375 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2681-Maybrook-Dr_Sacramento_CA_95835_M16624-48082,
1735,Condo/Townhome,"$339,000",35 Adelphi Ct,"Sacramento, CA 95825",2 bed,2.5 bath,"1,623 sqft","1,742 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/35-Adelphi-Ct_Sacramento_CA_95825_M25359-95891,
1736,Multi-Family Home,"$644,900",5756 Garfield Ave,"Sacramento, CA 95841",8 bed,4 bath,"3,740 sqft","9,583 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5756-Garfield-Ave_Sacramento_CA_95841_M28169-63456,
1737,House for Sale,"$279,900",6345 40th Ave,"Sacramento, CA 95824",3 bed,2.5 bath,"1,180 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6345-40th-Ave_Sacramento_CA_95824_M24708-68322,
1738,House for Sale,"$379,900",3832 Arden Way,"Sacramento, CA 95864",3 bed,1 bath,"1,228 sqft",0.35 acres lot,yes car,https://www.realtor.com/realestateandhomes-detail/3832-Arden-Way_Sacramento_CA_95864_M19964-59576,
1739,House for Sale,"$339,900",6724 21st St,"Sacramento, CA 95822",4 bed,2 bath,"1,593 sqft","7,405 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/6724-21st-St_Sacramento_CA_95822_M14622-16950,
1740,House for Sale,"$400,000",2220 9th St,"Sacramento, CA 95818",2 bed,1 bath,910 sqft,"3,049 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2220-9th-St_Sacramento_CA_95818_M23786-83753,
1741,House for Sale,"$489,000",4257 Birgit Way,"Sacramento, CA 95864",3 bed,2 bath,"1,566 sqft","7,619 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4257-Birgit-Way_Sacramento_CA_95864_M15342-50091,
1742,House for Sale,"$309,950",3648 Cattle Dr,"Sacramento, CA 95834",3 bed,2.5 bath,"1,428 sqft","3,920 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3648-Cattle-Dr_Sacramento_CA_95834_M14211-33434?ex=CA2420900974,
1743,Multi-Family Home,"$699,000",2318 Oakmont St,"Sacramento, CA 95815",9 bed,6.5 bath,"4,150 sqft","6,373 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2318-Oakmont-St_Sacramento_CA_95815_M14111-97949,
1744,House for Sale,"$316,000",2 Jenich Ct,"Sacramento, CA 95823",3 bed,2 bath,"1,407 sqft","5,854 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2-Jenich-Ct_Sacramento_CA_95823_M20817-43648,
1745,House for Sale,"$215,000",4600 Lemon Hill Ave,"Sacramento, CA 95824",3 bed,1.5 bath,"1,074 sqft","6,534 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/4600-Lemon-Hill-Ave_Sacramento_CA_95824_M16131-44017,
1746,House for Sale,"$330,000",3905 Lasuen Dr,"Sacramento, CA 95821",3 bed,1 bath,"1,189 sqft","7,802 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/3905-Lasuen-Dr_Sacramento_CA_95821_M10589-60260,
1747,House for Sale,"$253,000",6801 37th Ave,"Sacramento, CA 95824",3 bed,1 bath,"1,032 sqft","6,264 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6801-37th-Ave_Sacramento_CA_95824_M25261-70980,
1748,House for Sale,"$329,900",4828 Gannet Way,"Sacramento, CA 95842",4 bed,2 bath,"1,127 sqft","5,998 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4828-Gannet-Way_Sacramento_CA_95842_M25621-16168,
1749,Multi-Family Home,"$475,000",1328 Branwood Way,"Sacramento, CA 95831",4 bed,2 bath,"2,008 sqft","7,841 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7418-Alma-Vista-Way_Sacramento_CA_95831_M29537-23139,
1750,House for Sale,"$333,000",The Mill at Broadway Lane Homes Residence Two,"Sacramento, CA 95818",1 bed,1 bath,801 sqft,NOT LISTED,1 car,https://www.realtor.com/realestateandhomes-detail/Lane-Homes-Residence-Two_The-Mill-at-Broadway_439-Tailoff-Ln_Sacramento_CA_95818_P414135217086,NEW CONSTRUCTION
1751,House for Sale,"$380,990",Castile at Parkebridge PLAN 2318 A,"Sacramento, CA 95834",4 bed,3 bath,"2,318 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/PLAN-2318-A_Castile-at-Parkebridge_1327-Blossomparke-Way_Sacramento_CA_95834_P413183644587,NEW CONSTRUCTION
1752,House for Sale,"$383,000",The Mill at Broadway Lane Homes Residence Three,"Sacramento, CA 95818",2 bed,2 bath,927 sqft,NOT LISTED,1 car,https://www.realtor.com/realestateandhomes-detail/Lane-Homes-Residence-Three_The-Mill-at-Broadway_439-Tailoff-Ln_Sacramento_CA_95818_P414221966455,NEW CONSTRUCTION
1753,House for Sale,"$424,844",2781 Mabry Dr,"Sacramento, CA 95835",4 bed,3 bath,"2,413 sqft","3,962 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2781-Mabry-Dr_Sacramento_CA_95835_M24523-68700,NEW CONSTRUCTION
1754,House for Sale,"$337,490",Verano at Parkebridge Plan 1717,"Sacramento, CA 95834",3 bed,2.5 bath,"1,717 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Plan-1717_Verano-at-Parkebridge_3811-Sunsetparke-Way_Sacramento_CA_95834_P412789660767,NEW CONSTRUCTION
1755,House for Sale,"$370,450",Elverta Park Emily from The Arbors Collection,"Sacramento, CA 95843",3 bed,2 bath,"1,522 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Emily-from-The-Arbors-Collection_Elverta-Park_2790-Napoleon-Way_Sacramento_CA_95843_P411981693893,NEW CONSTRUCTION
1756,House for Sale,"$384,200",Elverta Park Violet from The Arbors Collection,"Sacramento, CA 95843",4 bed,2 bath,"1,750 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Violet-from-The-Arbors-Collection_Elverta-Park_2790-Napoleon-Way_Sacramento_CA_95843_P415173605775,NEW CONSTRUCTION
1757,House for Sale,"$406,822",2787 Mabry Dr,"Sacramento, CA 95835",4 bed,3 bath,"2,091 sqft","3,504 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2787-Mabry-Dr_Sacramento_CA_95835_M21697-66721,NEW CONSTRUCTION
1758,House for Sale,"$361,062",2733 Mabry Dr,"Sacramento, CA 95835",3 bed,2.5 bath,"1,689 sqft","3,499 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2733-Mabry-Dr_Sacramento_CA_95835_M21455-33525,NEW CONSTRUCTION
1759,Land,"$1,325,000",6140 Lemon Hill Ave,"Sacramento, CA 95824",NOT LISTED,NOT LISTED,NOT LISTED,3.3 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/6140-Lemon-Hill-Ave_Sacramento_CA_95824_M26937-81175,
1760,House for Sale,"$695,000",1841 44th St,"Sacramento, CA 95819",3 bed,2 bath,"1,578 sqft","5,227 sqft lot",yes car,https://www.realtor.com/realestateandhomes-detail/1841-44th-St_Sacramento_CA_95819_M26067-14054,
1761,House for Sale,"$279,990",8050 Freeport Blvd,"Sacramento, CA 95832",2 bed,1 bath,924 sqft,"3,158 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/8050-Freeport-Blvd_Sacramento_CA_95832_M24226-89756,
1762,House for Sale,"$995,950",1311 57th St,"Sacramento, CA 95819",4 bed,3 bath,"2,009 sqft","3,480 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/1311-57th-St_Sacramento_CA_95819_M23217-04127,
1763,House for Sale,"$835,000",967 S Beach Dr,"Sacramento, CA 95831",4 bed,3 bath,"3,033 sqft","8,276 sqft lot",4 car,https://www.realtor.com/realestateandhomes-detail/967-S-Beach-Dr_Sacramento_CA_95831_M14308-76292?ex=CA2420132103,
1764,House for Sale,"$325,000",3743 Immaculata Way,"Sacramento, CA 95838",4 bed,2.5 bath,"1,413 sqft","2,522 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3743-Immaculata-St_Sacramento_CA_95838_M23423-72446,NEW CONSTRUCTION
1765,House for Sale,"$335,000",2300 Rainbow Ave,"Sacramento, CA 95821",2 bed,1 bath,"1,628 sqft",0.24 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/2300-Rainbow-Ave_Sacramento_CA_95821_M10076-07791,
1766,House for Sale,"$449,950",2733 Via Villaggio,"Sacramento, CA 95864",4 bed,3 bath,"2,055 sqft","2,631 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2733-Via-Villaggio_Sacramento_CA_95864_M23878-83763,
